1.1.1,1.1.2,1.1.3,1.1.4,1.1.5,1.2.1.,1.2.2,1.2.3,1.2.4,1.2.5,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,3.1.1,3.1.2,3.1.3,3.1.4,3.1.5,3.2.1,3.2.2,3.2.3,3.2.4,3.2.5,3.3.1,3.3.2,3.3.3,3.3.4,3.3.5,4.1.1,4.1.2,4.1.3,4.1.4,4.1.5,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.3.1,4.3.2,4.3.3,4.3.4,4.3.5,5.1.1,5.1.2,5.1.3,5.1.4,5.1.5,"5.2,1",5.2.2,5.2.3,5.2.4,5.2.5,5.3.1,5.3.2,5.3.3,5.3.4,5.3.5,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,2.5,3.1,3.2,3.3,3.4,3.5,4.1,4.2,4.3,4.4,4.5,5.1,5.2,5.3,5.4,5.5
4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,1,5,3,2,5,1,4,3,2,3,2,4,1,5,3,5,1,4,2,3,5,1,2,4,4,5,2,3,1,5,3,2,1,4,5,3,2,1,4,4,3,1,5,2,5,2,1,4,3,5,2,1,4,3,4,2,5,3,1,16,25,9,4,1,20,1,20,9,4,9,25,1,8,8,25,9,4,1,16,25,4,1,16,9
5,2,1,4,3,3,2,1,4,5,2,4,5,1,3,5,4,1,2,3,5,4,2,1,3,5,4,3,2,1,2,4,3,5,1,2,4,3,5,1,5,4,3,2,1,3,4,2,5,1,3,4,2,5,1,3,4,5,2,1,5,4,3,2,1,5,4,3,2,1,1,2,3,4,5,15,4,1,16,15,25,16,2,2,9,4,16,9,25,1,9,16,4,25,1,25,16,9,4,1
4,5,3,1,2,1,3,2,4,5,4,5,3,1,2,4,1,3,2,5,5,4,3,1,2,4,5,2,1,3,5,4,1,2,3,5,4,1,2,3,5,4,3,1,2,3,1,2,4,5,3,1,2,4,5,5,4,3,2,1,5,2,1,3,4,5,2,1,3,4,3,5,4,1,2,4,15,6,4,10,20,4,9,2,10,25,16,1,4,9,9,1,4,16,25,25,4,1,9,16
5,3,1,4,2,5,4,1,2,3,5,4,1,2,3,5,2,1,4,3,5,2,1,4,3,5,4,1,3,2,2,5,1,3,4,2,5,1,4,3,2,4,1,5,3,4,5,3,1,2,4,5,3,2,1,4,5,3,2,1,5,2,3,4,1,5,2,3,4,1,5,2,3,4,1,25,12,1,8,6,25,4,1,16,9,4,25,1,12,12,16,25,9,2,2,25,4,9,16,1
5,3,2,4,1,4,5,1,3,2,4,3,2,5,1,2,1,3,4,5,5,1,3,2,4,4,3,2,5,1,4,5,2,3,1,5,4,2,3,1,1,2,4,5,3,5,4,3,1,2,5,4,3,1,2,1,3,4,5,2,5,1,3,4,2,5,3,4,1,2,1,3,2,4,5,20,15,2,12,2,10,1,9,8,20,20,20,4,9,1,25,16,9,1,4,25,3,12,4,4
2,3,4,5,1,2,3,4,5,1,2,4,3,5,1,1,2,3,5,4,3,1,2,5,4,3,5,4,2,1,3,5,4,2,1,3,5,4,1,2,3,5,4,2,1,3,5,2,4,1,2,4,5,3,1,2,4,5,3,1,3,5,4,2,1,3,5,4,2,1,3,5,4,1,2,4,9,16,25,1,3,2,6,25,16,9,25,16,2,2,6,20,10,12,1,9,25,16,4,1
1,4,5,3,2,2,4,5,1,3,4,3,5,2,1,4,3,1,2,5,4,1,3,2,5,4,2,1,3,5,4,5,1,3,2,3,5,2,4,1,4,3,5,2,1,5,3,4,1,2,5,3,1,2,4,5,3,4,2,1,5,1,4,3,2,5,2,4,1,3,5,1,4,2,3,2,16,25,3,6,16,3,3,4,25,12,25,2,12,2,25,9,4,2,8,25,2,16,3,6
1,3,5,4,2,1,5,3,2,4,1,2,3,4,5,5,2,1,4,3,5,1,4,3,2,3,4,5,2,1,4,5,2,3,1,3,2,1,4,5,5,4,3,2,1,1,2,4,5,3,1,5,2,3,4,1,2,3,4,5,4,3,5,1,2,5,1,2,3,4,5,1,3,2,4,1,15,15,8,8,25,2,4,12,6,12,10,2,12,5,1,10,8,15,12,20,3,10,3,8
5,4,1,2,3,5,4,3,2,1,4,3,5,2,1,2,1,4,3,5,2,3,4,1,5,3,1,2,5,4,4,5,2,3,1,4,5,2,3,1,5,4,2,3,1,1,2,4,3,5,2,4,3,1,5,2,3,1,4,5,4,1,3,5,2,1,4,2,5,3,4,2,3,5,1,25,16,3,4,3,4,3,16,3,25,16,25,4,9,1,2,8,12,3,25,4,4,6,25,6
2,4,5,3,1,2,5,4,1,3,2,4,5,3,1,3,4,1,5,2,5,3,2,4,1,5,4,2,3,1,3,5,2,4,1,5,1,2,3,4,5,4,1,3,2,4,1,5,2,3,4,1,5,2,3,5,2,3,1,4,5,3,4,1,2,5,3,4,2,1,1,4,2,5,3,4,20,20,3,3,15,12,2,20,2,15,5,4,12,4,16,1,25,4,9,25,9,16,2,2
4,5,3,2,1,2,1,5,4,3,3,5,4,2,1,3,1,5,2,4,2,1,5,3,4,1,2,5,3,4,5,1,2,3,4,5,2,3,4,1,1,5,2,3,4,5,4,2,3,1,4,5,2,3,1,5,3,4,2,1,3,2,1,4,5,1,2,5,4,3,5,4,3,1,2,8,5,15,8,3,6,1,25,6,16,25,2,6,12,4,20,20,4,9,1,3,4,5,16,15
4,5,2,1,3,1,2,5,4,3,1,4,5,3,2,2,3,5,1,4,3,2,5,1,4,4,2,5,1,3,5,4,2,3,1,4,3,2,5,1,5,4,3,2,1,5,2,1,3,4,5,2,1,3,4,1,5,4,2,3,3,4,5,2,1,5,4,3,2,1,5,4,2,3,1,4,10,10,4,9,6,6,25,1,16,20,12,4,15,1,25,4,1,9,16,15,16,15,4,1
2,1,3,4,5,1,2,5,3,4,3,4,5,2,1,3,2,5,1,4,2,3,4,1,5,3,4,2,1,5,5,4,3,1,2,5,4,3,2,1,4,5,3,2,1,5,4,3,2,1,5,3,4,2,1,4,3,5,2,1,5,1,3,4,2,5,2,3,4,1,5,3,2,4,1,2,2,15,12,20,6,6,20,1,20,25,16,9,2,2,25,12,12,4,1,25,2,9,16,2
3,5,4,2,1,3,5,4,2,1,3,5,4,2,1,2,3,1,5,4,2,3,1,5,4,2,3,1,5,4,2,4,3,5,1,2,4,3,5,1,2,4,3,5,1,2,4,3,5,1,2,4,3,5,1,2,4,3,5,1,2,3,4,5,1,2,4,3,5,1,2,4,3,5,1,9,25,16,4,1,4,9,1,25,16,4,16,9,25,1,4,16,9,25,1,4,12,12,25,1
5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,4,3,5,2,1,4,3,5,2,1,4,3,5,2,1,5,4,3,1,2,5,4,3,2,1,5,4,3,2,1,3,5,4,2,1,5,3,4,2,1,4,5,3,2,1,5,3,4,2,1,5,2,3,4,1,5,3,4,2,1,25,16,9,4,1,16,9,25,4,1,25,16,9,2,2,15,15,16,4,1,25,6,12,8,1
2,1,3,4,5,2,1,3,5,4,3,2,4,1,5,3,2,1,5,4,2,4,3,1,5,4,2,3,5,1,2,3,1,5,4,3,2,5,4,1,4,1,2,5,3,3,2,4,1,5,4,3,1,2,5,4,3,1,2,5,5,2,3,4,1,3,1,2,5,4,4,3,1,2,5,4,1,9,20,20,6,8,3,5,20,6,6,5,20,4,12,6,4,2,25,15,2,6,20,4
1,2,3,4,5,1,2,5,3,4,3,1,2,4,5,1,2,3,4,5,1,2,4,3,5,3,2,4,1,5,1,2,3,4,5,1,5,4,3,2,2,4,3,5,1,1,2,3,4,5,1,2,3,4,5,3,1,2,4,5,1,2,3,4,5,2,1,3,5,4,3,1,2,4,5,1,4,15,12,20,1,4,12,12,25,1,10,12,12,10,1,4,9,16,25,2,2,9,20,20
3,5,4,2,1,4,5,3,2,1,4,5,3,2,1,2,4,3,1,5,4,3,2,1,5,4,3,2,1,5,4,5,2,3,1,4,5,2,3,1,4,5,3,1,2,5,4,1,2,3,4,1,2,3,5,5,3,4,2,1,5,1,3,2,4,5,2,1,4,3,5,4,2,3,1,12,25,12,4,1,8,12,6,1,25,16,25,4,9,1,20,4,2,6,15,25,2,3,8,12
3,1,5,4,2,3,5,4,2,1,3,2,1,4,5,1,3,2,4,5,3,1,2,4,5,1,2,3,4,5,5,1,4,3,2,5,1,4,3,2,3,2,4,5,1,4,5,3,1,2,4,5,3,1,2,1,4,5,2,3,5,4,3,2,1,5,4,3,2,1,5,3,1,4,2,9,5,20,8,2,3,3,4,16,25,25,1,16,9,4,16,25,9,1,4,25,16,9,4,1
3,2,5,1,4,5,4,3,2,1,3,4,2,5,1,3,2,4,5,1,5,4,3,2,1,3,4,2,5,1,1,4,5,3,2,1,4,3,5,2,5,3,2,1,4,5,4,3,2,1,4,5,3,2,1,4,2,3,5,1,2,1,3,4,5,1,3,4,5,2,4,3,5,2,1,15,8,15,2,4,15,8,12,10,1,1,16,15,15,4,20,20,9,4,1,2,3,12,20,10
4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,2,1,3,5,4,2,1,3,5,4,2,1,3,5,3,5,2,4,1,3,5,2,4,1,3,5,2,4,1,3,5,4,2,1,3,5,4,2,1,3,4,5,2,1,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,16,25,9,4,1,16,4,1,9,25,9,25,4,16,1,9,25,16,4,1,25,9,4,1,16
5,4,3,2,1,1,5,4,3,2,2,4,3,5,1,5,1,2,3,4,5,1,2,3,4,2,1,3,4,5,1,5,3,4,2,1,5,3,4,2,1,5,3,4,2,1,2,5,3,4,1,2,5,3,4,1,2,5,3,4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,20,12,6,2,25,1,4,9,16,1,25,9,16,4,1,4,25,9,16,25,9,4,1,16
1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25
5,4,3,2,1,1,2,3,4,5,5,4,3,2,1,5,3,4,2,1,4,3,2,1,5,4,3,2,5,1,5,4,2,1,3,5,4,3,1,2,3,4,2,1,5,5,4,3,2,1,5,4,3,2,1,1,2,3,5,4,5,4,3,2,1,5,4,3,2,1,1,3,2,4,5,5,8,9,8,5,20,9,8,2,5,25,16,6,1,6,25,16,9,4,1,25,16,9,4,1
5,4,3,2,1,5,4,3,2,1,4,5,3,2,1,5,3,4,2,1,5,4,3,2,1,5,2,4,3,1,3,4,2,5,1,5,4,3,2,1,4,5,3,2,1,3,4,5,2,1,2,3,4,1,5,4,3,2,1,5,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,25,16,9,4,1,25,12,12,4,1,15,16,6,10,1,6,12,20,2,5,25,16,9,4,1
4,3,2,1,5,5,4,3,1,2,3,4,5,2,1,4,5,3,2,1,1,4,3,5,2,1,3,4,5,2,3,4,5,2,1,1,4,5,3,2,1,3,4,2,5,5,4,3,2,1,1,2,5,4,3,1,3,2,4,5,4,2,3,1,5,4,3,2,5,1,4,3,2,5,1,20,12,6,1,10,4,20,9,10,2,3,16,25,6,2,5,8,15,8,3,16,6,6,5,5
1,2,3,5,4,5,4,1,2,3,5,1,2,3,4,2,3,5,4,1,2,4,5,3,1,2,3,4,5,1,4,2,3,1,5,3,2,4,1,5,4,1,3,2,5,1,4,2,3,5,3,1,5,2,4,1,2,3,4,5,2,5,1,4,3,2,3,1,5,4,1,2,5,3,4,5,8,3,10,12,4,12,25,12,1,12,4,12,1,25,3,4,10,6,20,4,15,1,20,12
4,5,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,1,2,5,3,2,1,4,5,4,3,1,2,5,3,2,4,1,5,4,3,2,1,5,2,3,4,1,5,4,3,2,1,4,5,3,1,2,4,5,3,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,20,20,9,4,1,25,12,6,1,8,25,12,6,8,1,20,20,9,2,2,25,9,4,16,1
4,5,3,1,2,4,5,3,2,1,5,1,2,4,3,5,3,1,4,2,5,3,1,4,2,1,4,5,2,3,1,5,3,4,2,5,1,2,3,4,5,4,3,1,2,3,2,1,5,4,5,4,3,2,1,2,5,4,3,1,5,3,1,2,4,5,1,2,3,4,5,3,4,1,2,16,25,9,2,2,25,9,1,16,4,5,5,6,12,8,15,8,3,10,4,25,3,2,6,16
1,2,3,4,5,2,1,3,4,5,5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,1,2,3,5,4,5,4,3,2,1,1,2,3,4,5,5,2,3,4,1,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,2,2,9,16,25,1,4,9,16,25,1,4,9,16,25,5,8,9,8,5,1,4,9,16,25
5,3,1,2,4,5,3,1,2,4,5,3,1,2,4,1,2,4,3,5,1,2,4,3,5,1,2,4,3,5,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,5,2,1,3,4,5,2,1,3,4,5,2,1,3,4,25,9,1,4,16,1,4,16,9,25,4,1,16,25,9,1,25,9,4,16,25,4,1,9,16
4,1,5,3,2,3,4,1,2,5,3,5,4,2,1,5,2,3,4,1,4,1,2,5,3,4,1,2,5,3,1,5,3,4,2,3,5,2,1,4,5,1,2,3,4,3,4,5,2,1,5,3,4,2,1,5,4,3,2,1,2,1,5,4,3,2,1,5,4,3,3,5,1,2,4,12,4,5,6,10,20,2,6,20,3,3,25,6,4,8,15,12,20,4,1,4,1,25,16,9
3,5,4,2,1,3,5,4,2,1,3,5,4,2,1,5,4,2,3,1,5,4,2,3,1,5,4,2,3,1,5,4,2,3,1,5,4,2,3,1,5,4,2,3,1,2,1,5,3,4,2,1,5,3,4,2,1,5,3,4,2,3,5,4,1,2,3,5,4,1,2,3,5,4,1,9,25,16,4,1,25,16,4,9,1,25,16,4,9,1,4,1,25,9,16,4,9,25,16,1
3,5,4,2,1,4,2,1,3,5,2,3,4,1,5,5,1,2,3,4,4,1,2,3,5,3,1,2,4,5,3,5,2,4,1,1,4,2,5,3,4,2,3,1,5,1,2,4,3,5,5,4,3,2,1,4,3,2,1,5,5,2,4,1,3,5,1,3,4,2,5,4,2,1,3,12,10,4,6,5,20,1,4,9,20,3,20,4,20,3,5,8,12,6,5,25,2,12,4,6
